Name,Human_Score,Mouse_Score
NSD1,0.010857394,0.003583161
NSDHL,0.064002089,1.83E-08
NSF,1.48E-06,5.89E-11
NSFL1C,0.000826901,2.11E-09
NSG1,0.07897327,1.55E-07
NSL1,0.062726577,1
NSMAF,0.023439885,0.007823329
NSMCE1,0.002479374,1.49E-07
NSMCE2,5.85E-05,1.42E-05
NSMCE4A,0.066499902,0.000176724
NSMF,1.29E-06,0.0001366
NSRP1,0.000325713,1
NSUN2,0.108835212,1.57E-06
NSUN3,0.129114471,0.000949349
NSUN5,0.153276019,0.000327979
NSUN6,0.000288036,0.001139597
NSUN7,0.817279793,1
NT5C,0.01107424,1.91E-11
NT5C2,0.013308937,9.62E-05
NT5C3A,0.012755083,1.55E-06
NT5C3B,0.000472299,0.00271451
NT5DC1,0.009729935,0.072047015
NT5DC2,0.010929768,0.00499987
NT5DC3,0.02706986,0.000754078
NT5E,1,9.73E-06
NT5M,1.69E-05,2.83E-07
NTAN1,0.001979245,6.59E-07
NTF3,1,1
NTHL1,0.000237918,0.004601242
NTM,0.00305112,0.012809076
NTMT1,0.010805362,0.000363715
NTN1,0.107419297,1
NTN3,1,1
NTN4,0.050505025,1
NTN5,1,1
NTNG1,0.148083844,0.02320914
NTNG2,6.99E-07,1
NTPCR,0.100442915,6.91E-06
NTRK1,3.09E-06,1.91E-09
NTRK2,0.016554229,0.002730361
NTRK3,0.017677651,0.00163871
NTSR1,1,1
NTSR2,1,0.037225118
NUAK1,2.09E-07,0.003573093
NUAK2,1,1
NUB1,0.001304767,3.11E-07
NUBP1,0.068926266,0.000113917
NUBP2,0.015584838,1.46E-08
NUBPL,0.001305883,0.00378408
NUCB1,0.000384,3.87E-06
NUCB2,0.107331314,0.000255397
NUCKS1,6.77E-09,5.04E-06
NUDC,0.00078002,8.82E-09
NUDCD1,0.182047539,0.003945015
NUDCD2,0.189347348,0.000153043
NUDCD3,2.79E-06,6.98E-07
NUDT1,0.453279712,4.17E-05
NUDT11,0.010578114,0.000516233
NUDT12,1,0.00033034
NUDT13,1,0.003279589
NUDT15,0.011613664,1
NUDT16,0.015952267,4.75E-06
NUDT16L1,0.324522192,9.52E-09
NUDT17,1,0.004853528
NUDT18,0.000547558,2.55E-05
NUDT19,0.011511924,3.41E-06
NUDT2,0.001090343,1.56E-07
NUDT21,5.71E-05,0.000528121
NUDT22,0.004242778,0.000403792
NUDT3,2.61E-05,3.70E-08
NUDT4,0.001895562,6.74E-08
NUDT5,0.062474034,0.000399355
NUDT6,1,0.003747791
NUDT7,0.033551821,0.000537486
NUDT9,0.011328399,6.53E-07
NUF2,1,1
NUFIP1,0.039602125,0.000691144
NUFIP2,0.000341453,0.000502874
NUGGC,1,1
NUMA1,0.001099011,0.000297524
NUMB,0.000453498,0.000507498
NUMBL,6.67E-05,0.001639063
NUP107,0.050037569,0.000262188
NUP133,0.020050471,0.021631122
NUP153,0.004296673,0.000470747
NUP155,0.084761567,0.005766221
NUP160,0.032775135,0.00276694
NUP188,0.065970493,0.23046567
NUP205,0.011907514,0.005851086
NUP210,0.097240616,1
NUP210L,1,1
NUP214,0.006180399,0.000701737
NUP35,0.117092816,0.013022773
NUP37,0.233550997,0.000994928
NUP43,0.051857284,0.001282138
NUP50,0.782875577,0.500013532
NUP54,0.021934824,8.49E-05
NUP58,0.002891775,0.515033259
NUP85,0.015755714,0.000106609
NUP88,0.072180951,0.000160834
NUP93,3.99E-07,7.68E-09
NUP98,0.007082496,0.290310118
NUPR1,0.059805528,0.017611022
NUPR2,1,1
NUS1,0.005534059,2.24E-05
NUSAP1,1,1
NUTF2,3.49E-05,0.012950113
NVL,0.00760455,0.000474952
NWD1,1,1
NWD2,0.070398602,0.023942909
NXF1,0.059535911,4.86E-06
NXN,8.26E-05,0.000370254
NXNL2,0.04260503,0.059531045
NXPE2,1,0.571204559
NXPE3,0.000316699,0.11080477
NXPE4,1,0.01229723
NXPH1,0.275890696,0.618245171
NXPH2,1,1
NXPH3,1,0.567080909
NXPH4,1,1
NXT1,0.297206477,0.000138008
NXT2,1,6.04E-06
NYAP1,0.005462933,0.019936015
NYAP2,0.029846737,0.065907222
NYNRIN,1,1
NYX,1,1
OAF,0.748333141,1
OARD1,1,0.000225071
OAS1,1,0.788568732
OAS2,1,1
OAS3,1,1
OASL,1,0.665289781
OAT,2.64E-08,2.17E-08
OAZ2,0.000187372,1.45E-06
OAZ3,1,1
OBSCN,0.468535374,1
OBSL1,0.354060885,0.011159605
OC90,1,1
OCA2,1,1
OCEL1,0.185975608,0.003462951
OCIAD1,3.43E-07,4.51E-10
OCIAD2,0.016544969,0.003910466
OCLN,1,1
OCRL,0.000493229,1.74E-05
OCSTAMP,1,1
ODC1,0.036948272,0.000573115
ODF2,0.029530276,6.41E-05
ODF2L,0.005908425,0.001135478
ODF3B,0.084257107,1
OFD1,0.2026257,0.030934339
OGDH,7.60E-05,1.23E-09
OGDHL,0.01960909,1
OGFOD1,0.036705712,0.000242802
OGFOD2,1,2.71E-06
OGFOD3,0.000474215,0.000265504
OGFR,0.002519618,0.000144464
OGFRL1,0.002407913,1.19E-06
OGG1,0.126873781,0.000794119
OGN,1,0.059911372
OGT,0.005881003,9.87E-07
OIP5,0.375297009,0.130389337
OIT3,1,1
OLA1,4.64E-05,1.41E-10
OLAH,1,1
OLFM1,2.12E-06,1.77E-09
OLFM2,0.000652452,0.138977884
OLFM3,0.127430892,0.441836492
OLFML1,1,1
OLFML2A,0.62233528,0.517973899
OLFML2B,1,0.001076266
OLFML3,1,0.011946735
OLIG1,1,1
OLR1,1,1
OMD,1,1
OMG,0.162742906,0.001876379
ONECUT1,1,1
ONECUT2,0.011180669,0.000149193
ONECUT3,1,1
OOEP,0.007522579,0.011079476
OOSP1,1,1
OPA1,1.44E-05,5.51E-07
OPA3,0.000769191,3.76E-06
OPCML,1.62E-07,9.51E-05
OPHN1,0.002222792,0.000390219
OPLAH,1,0.00825666
OPN1LW,1,1
OPN3,0.107199453,0.00302462
OPN4,1,1
OPRD1,0.010561038,1
OPRK1,1,1
OPRL1,0.462115305,0.003335619
OPRM1,0.004864397,0.004108812
OPTC,1,1
OPTN,4.31E-07,2.12E-06
OR2L13,0.230208641,1
OR51E2,0.402882109,1
OR5H15,1,1
OR5V1,1,1
OR7A5,0.575194716,1
OR9A1P,1,1
ORAI1,0.107860111,0.003750803
ORAI2,0.00340668,2.18E-05
ORC1,1,1
ORC2,0.003377021,5.30E-05
ORC3,0.00533637,0.001115086
ORC4,0.020890551,1.39E-05
ORC5,0.007820176,0.000250343
ORC6,1,3.54E-05
ORMDL1,0.051331829,0.000320329
ORMDL2,0.575194716,0.000772047
ORMDL3,0.071676889,1.47E-07
OS9,0.001792943,2.86E-09
OSBP,0.017913743,0.0012206
OSBP2,0.008235628,0.001743498
OSBPL10,0.001553236,0.00370287
OSBPL11,0.132957253,0.000831393
OSBPL1A,0.000520089,5.65E-05
OSBPL2,0.042058191,6.89E-07
OSBPL3,1.01E-09,1.53E-09
OSBPL5,0.00245473,4.13E-05
OSBPL6,0.000592325,0.000740673
OSBPL7,0.015782398,0.00060675
OSBPL8,7.71E-07,0.000137085
OSBPL9,0.001158767,2.35E-07
OSCAR,0.050200767,1
OSCP1,0.021958254,0.001210179
OSER1,0.053166071,0.033864587
OSGEP,0.036436774,0.000479664
OSGEPL1,1,0.000917467
OSGIN1,0.639848929,1
OSGIN2,0.061625126,0.000252726
OSM,1,1
OSMR,1.19E-06,5.83E-05
OSR1,1,1
OSR2,1,1
OST4,0.000359566,1.87E-09
OSTC,0.000227109,3.61E-10
OSTF1,3.53E-07,1.84E-12
OSTM1,0.00116435,0.000120167
OSTN,1,1
OTOA,1,0.05318698
OTOF,0.022443196,1
OTOG,1,1
OTOP1,1,1
OTOP3,1,1
OTOS,1,1
OTUB1,0.000230506,5.06E-11
OTUB2,0.270301143,0.000189451
OTUD1,0.010117462,0.010586459
OTUD3,0.063773765,0.002493489
OTUD4,0.003154376,0.000340632
OTUD5,2.27E-06,0.000239488
OTUD6B,0.155119771,1.86E-08
OTUD7A,0.00486106,0.008663852
OTUD7B,0.118041699,0.000429213
OTULIN,0.081702083,0.129951025
OVGP1,1,1
OVOL2,0.454042464,0.336575862
OVOL3,1,1
OXA1L,0.199804453,1.42E-05
OXCT1,0.00401001,4.02E-10
OXLD1,0.189665641,0.001132027
OXNAD1,0.124142127,0.001080191
OXR1,8.61E-07,2.97E-08
OXSM,1,0.100559297
OXSR1,2.50E-05,0.000118139
OXT,1,1
OXTR,1,1
P2RX2,1,0.06582288
P2RX3,0.069567223,1.93E-06
P2RX4,0.040511183,4.26E-05
P2RX5-TAX1BP3,1,0.000584324
P2RX6,6.02E-07,0.007943398
P2RX7,0.044071359,1
P2RY1,1,0.000825897
P2RY12,1,1
P2RY13,1,1
P2RY14,0.969995334,1
P2RY2,1,0.000223999
P2RY6,1,1
P3H1,0.073871808,1
P3H3,0.858760525,1
P3H4,0.006937667,1
P4HA1,0.000958348,1.20E-05
P4HA2,0.035064618,0.00111004
P4HA3,0.790449712,0.000315751
P4HB,0.032595538,3.22E-09
P4HTM,0.019641109,1.19E-06
PA2G4,0.06733046,1.33E-05
PABPC1,0.024370403,1.80E-06
PABPC1L,1,1
PABPC3,0.666787537,1.80E-06
PABPC4,0.135553874,0.001549786
PABPC5,1,1
PACRG,0.006835104,5.94E-05
PACRGL,0.634026704,1
PACS1,0.000571843,0.007750187
PACS2,0.000100584,0.003332464
PACSIN1,0.012584614,5.23E-10
PACSIN2,5.64E-06,1.98E-07
PACSIN3,1,0.029450606
PADI2,1,1
PADI4,1,1
PAF1,0.156379234,4.62E-05
PAFAH1B1,2.91E-07,4.29E-08
PAFAH1B2,1.88E-08,8.78E-11
PAFAH1B3,7.22E-05,2.65E-06
PAFAH2,0.011120698,7.34E-05
PAG1,0.002396788,0.014254647
PAICS,0.134807708,1.17E-08
PAIP1,0.000953187,0.000189246
PAIP2,4.32E-07,5.56E-15
PAIP2B,0.235068195,5.67E-06
PAK1,8.02E-05,7.89E-07
PAK1IP1,0.006738185,1.37E-08
PAK2,4.73E-07,0.000532265
PAK3,7.18E-05,6.98E-05
PAK4,0.035517134,0.001435652
PAK6,1,1
PALB2,1,1
PALD1,0.030457339,0.153904041
PALLD,0.000175639,0.008232174
PALM,8.36E-09,2.71E-08
PALM3,2.83E-06,1.31E-05
PALMD,0.119717664,7.92E-06
PAM,3.58E-07,3.42E-06
PAM16,1,0.141609
PAMR1,1,1
PAN2,0.097727664,0.000959018
PAN3,0.003831548,0.001209522
PANK1,0.138246912,0.028129893
PANK2,0.000716228,0.000535392
PANK3,2.02E-05,0.000123755
PANK4,1,0.002924359
PANX1,0.00614787,6.31E-07
PANX2,0.011491411,0.001214077
PANX3,1,1
PAOX,1,0.535167749
PAPLN,1,1
PAPOLA,0.006103377,7.40E-07
PAPOLG,0.010766475,0.000786699
PAPPA,0.005054337,0.062363358
PAPPA2,0.037284979,1
PAPSS1,1.20E-08,3.20E-07
PAPSS2,0.976688223,1
PAQR3,0.285157407,0.286902655
PAQR4,1,3.09E-08
PAQR5,0.164995368,3.13E-06
PAQR6,0.311428241,0.074684075
PAQR7,0.000449004,0.000375157
PAQR9,0.413208604,8.91E-05
PARD3,1.23E-05,0.019094652
PARD3B,0.005134117,1
PARD6A,0.009167048,2.80E-06
PARD6B,0.078803148,0.031542754
PARD6G,0.000720296,0.010113275
PARG,0.005054337,3.29E-05
PARK7,0.03287035,3.45E-12
PARL,2.51E-06,9.68E-07
PARM1,0.099201021,1.39E-11
PARN,0.001380099,4.44E-05
PARP1,0.01734763,2.03E-07
PARP10,0.018791725,0.140797393
PARP11,0.027491172,0.000342725
PARP12,0.454341516,0.003667283
PARP14,0.178255957,1
PARP16,0.070864046,0.041552636
PARP2,1,6.41E-05
PARP3,0.13071286,0.001869927
PARP4,0.001869836,0.001641926
PARP6,0.073550277,3.25E-06
PARP8,0.061472319,0.002657077
PARP9,0.075104329,0.396842234
PARPBP,0.232795463,1
PARS2,1,0.008663852
PARVA,0.03588617,9.78E-07
PARVB,2.72E-06,0.000193176
PARVG,0.330824361,1
PASK,0.34686968,1
PATE2,1,1
PATJ,3.23E-06,1
PATL1,0.085123435,0.001758679
PATL2,0.634410286,0.208585066
PATZ1,0.106018766,0.004082721
PAWR,0.199583124,0.77728687
PAX1,1,1
PAX2,1,1
PAX3,1,1
PAX5,1,1
PAX7,1,1
PAX8,1,0.382636341
PAX9,1,1
PAXBP1,0.018383706,0.083427454
PAXIP1,0.065270083,0.000394962
PBDC1,0.00766286,0.001327816
PBK,1,1
PBLD,0.2169186,1
PBRM1,5.19E-05,0.000196331
PBX1,0.006378595,0.000964329
PBX2,1,0.008086626
PBX3,8.47E-05,0.00276465
PBX4,0.04014162,0.001470089
PBXIP1,0.794031376,0.09733014
PC,0.008674716,0.000523494
PCBD1,0.046033729,1.22E-09
PCBD2,0.281353683,9.34E-06
PCBP1,1.64E-10,2.74E-10
PCBP2,2.06E-06,1.48E-05
PCBP3,2.11E-11,1.88E-15
PCBP4,4.03E-08,1.41E-10
PCCA,0.00027408,0.000202998
PCCB,0.015898461,3.20E-07
PCDH1,0.007436589,0.003954485
PCDH10,0.174992525,0.007600951
PCDH11X,0.001804598,1
PCDH11Y,0.433631605,1
PCDH12,1,1
PCDH15,0.014452075,1
PCDH17,0.126016784,0.000376677
PCDH18,1,0.280783598
PCDH19,0.962063479,0.554098072
PCDH7,0.001518167,0.002985132
PCDH8,1,1
PCDH9,1.35E-06,0.000141439
PCDHB10,0.878306551,1
PCDHB11,1,0.591059296
PCDHB12,1,0.591059296
PCDHB13,1,1
PCDHB14,1,0.001537589
PCDHB15,1,0.122069362
PCDHB2,0.923610224,1
PCDHB3,1,0.917073313
PCDHB4,0.097605712,0.076753555
PCDHB5,1,0.981108415
PCDHB6,1,1
PCDHB7,1,1
PCDHB9,1,1
PCDHGA1,1,1
PCED1A,0.033870123,0.041157382
PCED1B,0.003205907,0.062961197
PCF11,0.098135088,0.002195738
PCGF1,0.181501806,2.70E-06
PCGF2,0.046997675,0.002565349
PCGF3,0.000216168,0.000353364
PCGF5,0.000462819,1
PCGF6,0.01145729,0.004158139
PCID2,0.024014967,4.03E-06
PCIF1,0.724801506,0.000827519
PCK1,1,1
PCK2,1,9.88E-06
PCLO,0.002234986,0.000626327
PCM1,0.012336097,4.63E-05
PCMT1,8.59E-10,9.41E-14
PCMTD1,0.001938577,1.05E-05
PCMTD2,0.001013054,1.35E-05
PCNA,0.290814265,5.95E-05
PCNT,0.033054316,0.013050512
PCNX1,0.004183557,0.000826746
PCNX2,3.81E-05,1
PCNX3,0.20314712,1
PCNX4,0.042483001,1
PCOLCE,1,0.551251646
PCOLCE2,1,1.03E-05
PCP4L1,1,8.51E-12
PCSK1,0.028670735,0.001770909
PCSK1N,4.75E-09,3.30E-10
PCSK2,5.44E-06,4.49E-07
PCSK4,0.072560934,1
PCSK5,0.128909419,1
PCSK6,0.086767812,1
PCSK7,0.012227765,0.000162434
PCSK9,1,0.094247568
PCTP,0.079588244,0.000216714
PCYOX1,0.041756928,6.00E-08
PCYOX1L,0.02184131,7.90E-07
PCYT1A,8.45E-05,4.03E-06
PCYT1B,0.041477374,5.20E-05
PCYT2,0.000566394,6.16E-07
PDAP1,0.000864966,0.000114177
PDCD10,0.001319328,6.38E-07
PDCD11,0.019866465,0.004251644
PDCD1LG2,1,1
PDCD2,0.378641853,0.064546443
PDCD2L,0.496526026,3.30E-06
PDCD4,0.010779424,0.000123475
PDCD5,0.104381883,4.63E-05
PDCD6,0.134170864,3.20E-09
PDCD7,0.005123652,7.05E-05
PDCL,0.000215919,4.60E-08
PDCL3,0.003438846,1.12E-07
PDE10A,0.137326322,0.01002075
PDE11A,0.001014862,0.002733011
PDE12,0.173477971,0.005395987
PDE1A,0.194043886,0.121070864
PDE1B,1,0.037953003
PDE1C,0.001704725,3.64E-05
PDE2A,0.000408779,1.27E-05
PDE3A,0.200395663,1
PDE3B,0.005314772,0.005855583
PDE4A,0.031949357,0.034192665
PDE4B,2.41E-07,0.000591143
PDE4C,0.000873709,0.147140671
PDE4D,2.80E-07,0.063785315
PDE4DIP,0.037908776,0.000313781
PDE5A,0.150982434,1
PDE6A,1,1
PDE6B,0.172104672,1
PDE6D,0.003255748,4.36E-09
PDE6G,0.964356172,1
PDE6H,1,1
PDE7A,0.044365401,0.002499756
PDE7B,0.171583899,1
PDE8A,0.001998254,0.006345514
PDE8B,3.85E-06,0.004005338
PDE9A,0.000601622,1
PDGFA,4.52E-05,1.83E-07
PDGFB,0.002613652,0.303426485
PDGFC,1,1
PDGFD,0.001109684,1
PDGFRA,1,1
PDGFRB,0.067032845,0.01014515
PDGFRL,0.178457395,1
PDHA1,0.029635451,5.45E-11
PDHB,0.16928119,7.98E-09
PDHX,0.000239592,1.64E-06
PDIA2,6.73E-06,1
PDIA3,0.022767974,1.49E-10
PDIA4,0.002884039,4.35E-07
PDIA5,0.001772698,4.53E-05
PDIA6,0.003981678,4.94E-08
PDIK1L,0.836720871,0.000876729
PDILT,1,1
PDK1,0.546759912,0.001259388
PDK2,0.036940128,4.14E-05
PDK3,0.126722194,2.99E-06
PDK4,1,1
PDLIM1,0.000406243,0.000508333
PDLIM2,1,0.000357891
PDLIM3,1,1
PDLIM4,0.024553706,0.140009312
PDLIM5,0.010857394,4.41E-05
PDLIM7,3.36E-05,6.35E-09
PDP1,9.24E-05,7.25E-06
PDP2,0.018905244,0.033574792
PDPK1,7.27E-05,7.93E-06
PDPN,1,0.004336725
PDPR,0.007211279,0.013004311
PDRG1,0.011152773,1.56E-10
PDS5A,0.003434058,0.000837626
PDS5B,0.004477346,0.000142547
PDSS1,0.008423743,0.045812272
PDSS2,6.37E-05,0.000546467
PDXDC1,1.95E-05,1.51E-06
PDXK,1.93E-05,0.001833215
PDXP,1,1
PDYN,1,1
PDZD11,0.371228662,5.54E-09
PDZD2,9.29E-05,0.03408829
PDZD4,7.91E-10,0.007257087
PDZD7,0.0001225,0.022358857
PDZD8,0.002183119,7.33E-07
PDZD9,1,1
PDZK1,1,1
PDZRN3,0.003414129,0.062044101
PDZRN4,0.013771085,1
PEA15,7.79E-06,5.10E-15
PEAK1,0.002043198,0.119089783
PEAR1,1,0.129860242
PEBP4,0.000426906,1
PECAM1,1,1
PECR,0.050294222,0.000275395
PEF1,1.91E-05,7.93E-12
PEG10,0.030859785,1
PELI1,4.13E-05,0.000914925
PELI2,0.326493798,0.049118361
PELI3,0.002961716,0.003336097
PELP1,0.013409639,0.00382879
PEMT,5.30E-05,0.000617359
PENK,0.754592773,0.26810619
PEPD,0.008163424,2.50E-06
PER1,0.023464648,0.017490192
PER2,0.337166579,0.235946453
PER3,0.108504246,0.057019338
PERM1,1,1
PERP,0.072497488,0.000159072
PES1,0.004335951,2.98E-05
PET100,1,0.00016343
PET117,1,1
PEX1,0.11368315,0.033386631
PEX10,0.019154906,0.001472685
PEX11A,0.295025943,0.204332233
PEX11B,0.000271659,6.01E-06
PEX11G,0.481692018,0.215737492
PEX12,1,0.001034878
PEX13,0.108701812,7.81E-05
PEX14,0.000185573,2.62E-05
PEX16,0.003704748,8.95E-07
PEX2,0.49010632,0.000195321
PEX26,0.018637843,0.023527369
PEX3,0.076486479,1.78E-05
PEX5,0.031078316,1.59E-05
PEX5L,3.63E-06,0.000519412
PEX6,0.001235022,0.000124034
PEX7,0.013170543,0.000186801
PFAS,1,0.257372172
PFDN1,3.15E-06,1.10E-11
PFDN2,7.52E-14,4.48E-10
PFDN4,1.01E-05,7.15E-08
PFDN5,0.003435249,5.75E-11
PFDN6,0.007123679,7.35E-05
PFKFB1,1,1
PFKFB2,0.101026884,0.500862719
PFKFB3,8.42E-06,7.96E-05
PFKFB4,0.003103537,0.000739974
PFKL,0.014601592,2.19E-05
PFKM,0.087210755,1.58E-08
PFKP,0.009326669,4.02E-07
PFN1,5.81E-06,3.85E-13
PFN2,1,3.41E-16
PFN4,1,0.02577341
PGAM1,8.83E-07,2.34E-08
PGAM2,1,1
PGAM5,0.012829798,0.000423597
PGAP1,0.048271382,0.020550145
PGAP2,0.009178373,0.000968775
PGAP3,0.127888225,0.002032149
PGBD1,0.053313176,1
PGBD5,0.006937667,0.000108458
PGD,9.20E-05,5.64E-07
PGF,0.001702196,0.061087246
PGGT1B,0.122146262,0.00435048
PGK1,0.000370597,1.01E-06
PGLS,0.009020873,1.57E-05
PGLYRP1,1,1
PGLYRP3,1,1
PGLYRP4,1,1
PGM1,0.02305884,0.000920016
PGM2,0.375384379,5.53E-07
PGM2L1,0.000172312,5.73E-09
PGM3,0.134170864,0.000382815
PGM5,0.172692115,1
PGP,2.49E-07,5.85E-07
PGPEP1,0.001029416,0.000620932
PGR,1,1
PGRMC1,6.23E-08,8.32E-13
PGRMC2,0.04865678,4.89E-05
PGS1,0.031741661,9.96E-07
PHACTR1,0.000413464,4.12E-07
PHACTR2,0.012614124,8.72E-06
PHACTR3,0.039909663,0.000486812
PHACTR4,0.000454423,0.013539839
PHAX,0.00075424,1.34E-07
PHB,0.043281422,4.93E-06
PHB2,0.157880774,6.24E-08
PHC1,0.045860249,0.182735686
PHC2,1.13E-06,5.52E-05
PHC3,0.033518461,0.012328729
PHF1,1.43E-06,0.003730218
PHF10,0.020150758,0.001149952
PHF11,0.03704874,0.800357952
PHF12,0.057992029,0.016164509
PHF13,0.065590331,0.001559333
PHF14,0.000497709,0.00339348
PHF19,1,1
PHF2,0.106804679,0.084865426
PHF20,0.000627213,2.08E-07
PHF20L1,0.018648069,0.030497756
PHF21A,0.020633279,0.01634494
PHF21B,1,1
PHF23,0.008076457,1.78E-06
PHF24,5.73E-05,1
PHF3,0.018596985,0.000903981
PHF5A,0.00035217,4.44E-08
PHF6,0.111713734,8.06E-05
PHF7,0.006857292,0.013180663
PHF8,0.019823375,0.004670518
PHGDH,1,0.016617699
PHIP,0.009958158,0.00125039
PHKA1,0.104676545,0.000796357
PHKA2,0.12107267,0.006645801
PHKB,0.002222792,0.000462895
PHKG1,0.147051772,1
PHKG2,0.160700717,2.39E-05
PHLDA1,0.414969771,7.83E-05
PHLDA2,5.13E-12,0.030259917
PHLDA3,0.027989596,5.90E-05
PHLDB1,0.166701712,0.117737021
PHLDB2,0.166574814,0.321033064
PHLPP1,0.002360014,0.02890773
PHLPP2,0.017473202,0.017394066
PHOSPHO1,1,1
PHPT1,0.000738145,0.000249822
PHRF1,0.047196904,0.000188837
PHTF1,9.15E-05,0.000102761
PHTF2,0.023390425,0.000590572
PHYH,0.346866946,8.52E-08
PHYHD1,1,1
PHYHIP,0.000238508,0.188672813
PHYHIPL,2.77E-05,1.80E-05
PHYKPL,0.141758925,0.876310231
PI15,1,1
PI16,0.161591216,1
PI4K2A,0.003696775,2.70E-08
PI4K2B,1,0.003239754
PI4KA,0.000337099,2.72E-05
PI4KB,0.000641886,0.00222758
PIANP,1.17E-05,0.084389427
PIAS1,0.000166214,1.14E-05
PIAS2,0.015880559,0.000616172
PIAS3,0.065806254,0.000544872
PIAS4,6.39E-05,1.66E-05
PIBF1,0.000398298,0.013954556
PICALM,2.49E-06,3.05E-05
PICK1,0.008610053,0.000397753
PID1,5.72E-06,0.003605745
PIDD1,0.134807708,0.32178157
PIEZO1,0.571286474,1
PIEZO2,0.003154376,3.87E-05
PIF1,1,1
PIGA,1,0.012694025
PIGB,0.054028972,0.648140817
PIGC,0.805295885,4.95E-05
PIGF,0.0388985,0.00172354
PIGG,0.152096222,0.029895508
PIGH,0.025771028,0.000583194
PIGK,0.014262884,9.44E-08
PIGL,0.002952897,0.001358655
PIGN,0.087062899,0.05500218
PIGO,1,0.013246175
PIGP,0.294990714,3.52E-05
PIGQ,0.000481941,3.11E-07
PIGR,1,1
PIGT,1,0.003588335
PIGU,9.44E-07,0.000145269
PIGV,0.690297841,0.002131467
PIGW,0.273600602,1
PIGX,0.002208925,0.000406639
PIH1D1,0.004480461,3.12E-08
PIH1D2,1,0.445322631
PIK3C2A,0.001567471,0.004302511
PIK3C2B,0.355609384,1
PIK3C2G,0.065153953,1
PIK3C3,0.028597623,7.23E-06
PIK3CA,0.005959634,8.58E-05
PIK3CB,0.000606316,0.004412861
PIK3CD,3.31E-05,1.94E-05
PIK3IP1,0.001166379,5.65E-08
PIK3R1,0.003696775,3.48E-06
PIK3R3,0.26094423,0.003382482
PIK3R4,0.015178122,0.00033034
PIK3R5,1,1
PIK3R6,1,1
PIKFYVE,0.007100775,0.002423446
PIM1,2.09E-05,0.008779763
PIM2,1,8.37E-06
PIM3,1.56E-10,9.06E-06
PIN1,0.001520059,0.500000191
PIN4,0.008519135,8.00E-05
PINK1,8.80E-05,5.16E-10
PIP4K2A,0.000620582,3.67E-06
PIP4K2B,0.000109034,0.003608654
PIP4K2C,0.068987096,0.000288204
PIP5K1A,0.005449125,0.000178077
PIP5K1B,0.000914384,0.000343776
PIP5K1C,0.001253238,4.36E-07
PIP5KL1,0.979787646,0.002081275
PIPOX,0.210748673,1
PIR,0.000873481,1.29E-05
PIRT,3.63E-07,2.24E-13
PISD,0.000213441,0.001636204
PITHD1,1.39E-06,1.96E-05
PITPNA,2.17E-05,3.29E-08
PITPNB,0.000743711,1.21E-07
PITPNC1,7.69E-05,3.00E-11
PITPNM1,1,9.62E-05
PITPNM2,1.24E-05,0.00032058
PITPNM3,0.13851865,1
PITRM1,0.082440536,0.025958705
PITX3,1,1
PIWIL1,1,1
PIWIL2,1,1
PIWIL4,1,1
PJA1,0.010560766,2.73E-10
PJA2,2.83E-09,2.83E-11
PKD1,0.001626842,0.021228494
PKD1L2,0.495907956,0.382448271
PKD1L3,1,1
PKD2,0.008350166,0.00732671
PKD2L2,0.214793185,1
PKDCC,1,1
PKHD1L1,1,1
PKIA,7.50E-07,2.11E-07
PKIB,0.001756925,7.30E-05
PKIG,0.035703939,3.35E-06
PKLR,1,1
PKM,5.57E-07,7.36E-12
PKMYT1,1,0.128957486
PKN1,0.000517505,0.051855174
PKN2,0.000594638,0.004105543
PKN3,0.28664981,1
PKNOX1,0.004239801,0.000612623
PKNOX2,0.050387821,1.59E-05
PKP1,1,1
PKP2,0.061472319,1
PKP3,1,0.002753222
PKP4,0.014718772,0.000236466
PLA1A,1,1
PLA2G12A,0.006466957,0.000294342
PLA2G12B,1,1
PLA2G15,0.001993487,0.000157676
PLA2G1B,1,1
PLA2G2A,1,1
PLA2G2D,1,1
PLA2G3,0.824006065,0.001405268
PLA2G4A,1,1
PLA2G4C,0.093691084,1
PLA2G4E,1,1
PLA2G5,1,1
PLA2G6,0.615805707,1.09E-05
PLA2G7,1,1.21E-10
PLA2R1,0.000552499,0.061931249
PLAA,0.086972447,1.24E-05
PLAC1,1,1
PLAC8,1,1
PLAC9,0.006160052,1
PLAG1,0.054302567,1
PLAGL1,0.056507416,0.000147547
PLAGL2,1,0.541505922
PLAT,0.239325793,0.003989383
PLAU,1,1
PLAUR,1,0.000916619
PLBD1,0.862702564,1
PLBD2,3.91E-05,3.43E-07
PLCB1,0.007460393,0.000576457
PLCB2,1,1
PLCB3,3.54E-08,3.11E-06
PLCB4,0.085741564,0.000162256
PLCD1,0.944961374,0.000616765
PLCD3,1,0.049118361
PLCD4,0.003550542,0.001528652
PLCE1,0.406226095,0.4099829
PLCG1,0.110626944,0.016862662
PLCG2,0.171453911,0.446197536
PLCH1,0.17711805,1
PLCH2,1,1
PLCL1,0.000244798,0.017854938
PLCL2,0.038038279,0.016827227
PLCXD2,0.362465749,0.000234967
PLCXD3,1.99E-05,2.84E-06
PLD1,0.094123852,0.004076221
PLD2,0.080656719,0.002395123
PLD3,1.08E-05,2.60E-07
PLD4,0.192607683,1
PLD5,0.058600216,3.32E-05
PLD6,0.785098059,1
